survey_title,Acropora.Arborescent.Staghorn,Acropora.Bottlebrush,Acropora.Branching.Other,Acropora.corymbose.other,Acropora.digitate,Acropora.millepora,Acropora.table,Acropora.tenuis,Anemone,Articulate.Clacareous,Astreopora,Canopy.forming,Clams,Columnar,Coralline.Algae,COT,Diploastrea,Echinopora,Encrusting,Feather.stars,Fire.Coral.Encrusting,Fire.Coral.Massive,Flower.like.Massive,Foliose.Lettuce.like.other.,Foliose.Plate.like.other.,Fundiidae.free.living,Goniastrea,Laminate,Leptoria,Lobophyllia,Marker.Dumbbells,Marker.Sphere.Tree,Massive.other,Mix.algea.sediment,Mix.algea_sponge,Mobile.other,Montipora,Other.Alga,other.Branching.Non.acropora.Arborescent,other.Branching.Non.acropora.Coarse,other.Branching.Non.acropora.fine,Pachyseris,Platygyra,Pocillopora.acuta,Pocillopora.damicornis,Pocillopora.eydouxi,Pocillopora.other,Pocillopora.verrucosa,Porites.massive,Rubble.Consolidate,Rubble.loose,Sand,Sea.cucumber,Seriatopora.hystrix,Sheet.like.membraneous,Soft.Coral.Branching,Soft.coral.Fan,Soft.coral.Massive,Soft.coral.organ.pipe,Soft.coral.other,Soft.coral.Whip,Sponge.Crust,Sponge.Erect,Sponge.hollow,Sponge.Massive,Sponge.Other,Starfish.,Stylophora.pistillata,Turf,Unidentifiable,Water,Zoanthid,date.(UTC),year,reef,reef_pooled,site,habitat,zone,site_latitude,site_longitude,plot,cluster,survey_id,site_id,date
CBHE_BA1D_P4_202205_42,1.19047619,0.380952381,0.095238095,4.047619048,0.142857143,0,0.523809524,0,0.0,0.142857143,0.19047619,0.047619048,0.047619048,0.0,1.047619048,0,0.095238095,0.19047619,11.04761905,0.0,0,0.0,0.047619048,0.0,0.476190476,0.095238095,0.19047619,0.0,0.142857143,0.571428571,0.523809524,0.333333333,1.333333333,0,0,0.047619048,14.28571429,0.0,0.0,0.619047619,0,0.047619048,0.333333333,0.047619048,0.0,0.0,0.0,0.0,1.238095238,0.0,0.0,0.0,0.0,0.428571429,0.047619048,3.666666667,0.095238095,1.80952381,0.0,0.0,0.047619048,0.095238095,0.047619048,0.0,0.047619048,0.0,0,0.0,54.14285714,0.047619048,0.0,0.0,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,D,-23.44764618,151.9578134,4,CB,84864,17885,202205
CBHE_BA1D_P4_202305_42,1.095238095,0.476190476,0.333333333,3.142857143,0.523809524,0,0.666666667,0,0.0,0.047619048,0.19047619,0.095238095,0.047619048,0.0,3.285714286,0,0.095238095,0.285714286,10.95238095,0.0,0,0.0,0.095238095,0.0,0.380952381,0.047619048,0.142857143,0.047619048,0.142857143,0.238095238,0.285714286,0.476190476,1.428571429,0,0,0.095238095,13.57142857,0.0,0.0,0.476190476,0,0.047619048,0.238095238,0.0,0.142857143,0.0,0.0,0.476190476,0.380952381,0.0,0.047619048,0.047619048,0.0,0.476190476,0.0,4.952380952,0.238095238,3.047619048,0.0,0.047619048,0.047619048,0.0,0.238095238,0.0,0.047619048,0.0,0,0.0,50.80952381,0.0,0.0,0.047619048,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,D,-23.44764618,151.9578134,4,CB,86208,17885,202305
CBHE_BA1S_P1_202105_42,1.65,0.4,1.05,7.05,0.55,0,26.3,0,0.0,0.25,0.05,0.1,0.0,0.0,5.15,0,0.05,0.25,2.05,0.0,0,0.0,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.35,0.7,0.05,0.9,0,0,0.1,1.4,0.0,0.05,0.05,0,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.7,0.05,0.3,0.4,0.0,0.0,0.05,0.3,0.0,1.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15,46.55,0.25,0.0,0.0,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,1,CB,84087,17885,202105
CBHE_BA1S_P1_202205_42,3.952380952,0.857142857,0.285714286,4.0,0.380952381,0,25.28571429,0,0.0,0.285714286,0.0,0.238095238,0.0,0.0,2.761904762,0,0.19047619,0.047619048,2.571428571,0.0,0,0.0,0.047619048,0.047619048,0.19047619,0.0,0.0,0.0,0.095238095,0.333333333,0.19047619,0.333333333,0.476190476,0,0,0.0,3.047619048,0.0,0.0,0.047619048,0,0.095238095,0.19047619,0.0,0.047619048,0.0,0.0,0.476190476,0.380952381,0.0,0.047619048,0.095238095,0.0,0.047619048,0.095238095,0.857142857,0.142857143,0.857142857,0.0,0.047619048,0.0,0.047619048,0.0,0.0,0.0,0.0,0,0.0,50.85714286,0.047619048,0.0,0.0,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,1,CB,84865,17885,202205
CBHE_BA1S_P1_202305_42,4.095238095,0.523809524,0.238095238,6.761904762,0.619047619,0,13.33333333,0,0.0,0.19047619,0.047619048,0.428571429,0.047619048,0.0,5.80952381,0,0.047619048,0.0,2.19047619,0.047619048,0,0.0,0.380952381,0.0,0.142857143,0.0,0.0,0.0,0.0,0.380952381,0.142857143,0.0,0.523809524,0,0,0.285714286,1.380952381,0.0,0.095238095,0.095238095,0,0.0,0.19047619,0.0,0.19047619,0.0,0.0,0.238095238,0.047619048,0.0,0.0,0.285714286,0.0,0.142857143,0.0,0.619047619,0.047619048,2.285714286,0.0,0.0,0.0,0.142857143,0.0,0.0,0.047619048,0.0,0,0.19047619,57.71428571,0.0,0.0,0.047619048,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,1,CB,86209,17885,202305
CBHE_BA1S_P2_202105_42,2.0,0.097560976,1.073170732,10.09756098,0.43902439,0,30.34146341,0,0.0,0.0,0.097560976,0.146341463,0.048780488,0.0,8.780487805,0,0.0,0.292682927,2.487804878,0.097560976,0,0.0,0.146341463,0.097560976,0.43902439,0.0,0.0,0.0,0.0,0.0,0.43902439,0.536585366,0.390243902,0,0,0.146341463,5.414634146,0.0,0.097560976,0.0,0,0.097560976,0.097560976,0.0,0.097560976,0.0,0.0,0.487804878,0.097560976,0.0,0.243902439,0.146341463,0.0,0.243902439,0.0,0.536585366,0.0,2.097560976,0.0,0.292682927,0.0,0.195121951,0.0,0.048780488,0.0,0.0,0,0.195121951,31.2195122,0.195121951,0.0,0.0,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,2,CB,84088,17885,202105
CBHE_BA1S_P2_202205_42,2.285714286,0.714285714,0.571428571,5.571428571,0.095238095,0,26.38095238,0,0.0,0.380952381,0.0,0.142857143,0.047619048,0.0,7.952380952,0,0.047619048,0.095238095,2.476190476,0.0,0,0.0,0.285714286,0.0,0.428571429,0.0,0.0,0.0,0.0,0.19047619,0.238095238,0.047619048,0.047619048,0,0,0.095238095,5.095238095,0.0,0.142857143,0.0,0,0.0,0.0,0.0,0.380952381,0.0,0.0,0.095238095,0.285714286,0.047619048,0.142857143,0.047619048,0.0,0.142857143,0.0,0.761904762,0.0,0.952380952,0.0,0.047619048,0.0,0.0,0.047619048,0.047619048,0.047619048,0.0,0,0.047619048,43.47619048,0.095238095,0.0,0.0,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,2,CB,84866,17885,202205
CBHE_BA1S_P2_202305_42,1.095238095,0.523809524,0.904761905,7.571428571,0.380952381,0,21.19047619,0,0.0,0.095238095,0.0,0.047619048,0.0,0.0,8.952380952,0,0.095238095,0.047619048,4.095238095,0.0,0,0.0,0.523809524,0.095238095,0.380952381,0.0,0.095238095,0.095238095,0.047619048,0.0,0.285714286,0.523809524,0.523809524,0,0,0.047619048,5.428571429,0.0,0.047619048,0.0,0,0.0,0.0,0.0,0.047619048,0.0,0.0,0.19047619,0.19047619,0.0,0.047619048,0.19047619,0.047619048,0.238095238,0.0,0.428571429,0.095238095,0.952380952,0.0,0.0,0.0,0.19047619,0.0,0.047619048,0.0,0.0,0,0.333333333,43.9047619,0.0,0.0,0.0,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,2,CB,86210,17885,202305
CBHE_BA1S_P3_202105_42,3.473684211,0.947368421,1.368421053,12.10526316,0.315789474,0,30.73684211,0,0.0,0.157894737,0.0,0.0,0.0,0.0,7.684210526,0,0.105263158,0.210526316,2.894736842,0.0,0,0.0,0.105263158,0.052631579,0.473684211,0.0,0.0,0.0,0.157894737,0.105263158,0.157894737,0.263157895,0.684210526,0,0,0.052631579,6.263157895,0.0,0.105263158,0.052631579,0,0.0,0.105263158,0.0,0.210526316,0.052631579,0.0,0.736842105,0.157894737,0.0,0.315789474,0.105263158,0.0,0.368421053,0.105263158,0.736842105,0.0,0.473684211,0.052631579,0.052631579,0.0,0.157894737,0.0,0.0,0.052631579,0.0,0,0.0,27.47368421,0.368421053,0.0,0.0,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,3,CB,84089,17885,202105
CBHE_BA1S_P3_202205_42,3.428571429,0.761904762,0.380952381,5.428571429,0.380952381,0,30.42857143,0,0.0,0.047619048,0.047619048,0.333333333,0.047619048,0.0,3.571428571,0,0.047619048,0.476190476,3.380952381,0.047619048,0,0.0,0.19047619,0.0,0.523809524,0.0,0.0,0.0,0.142857143,0.19047619,0.19047619,0.571428571,0.380952381,0,0,0.0,7.904761905,0.0,0.0,0.095238095,0,0.19047619,0.142857143,0.0,0.476190476,0.047619048,0.0,0.047619048,0.238095238,0.0,0.0,0.0,0.0,0.19047619,0.095238095,0.761904762,0.0,0.333333333,0.0,0.047619048,0.0,0.047619048,0.0,0.047619048,0.0,0.0,0,0.095238095,38.04761905,0.19047619,0.0,0.0,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,3,CB,84867,17885,202205
CBHE_BA1S_P3_202305_42,4.619047619,1.285714286,0.761904762,8.571428571,0.142857143,0,19.42857143,0,0.0,0.142857143,0.0,0.19047619,0.047619048,0.0,3.80952381,0,0.0,0.333333333,3.857142857,0.095238095,0,0.0,0.285714286,0.047619048,0.523809524,0.047619048,0.047619048,0.0,0.19047619,0.095238095,0.714285714,0.142857143,0.095238095,0,0,0.047619048,7.0,0.0,0.047619048,0.19047619,0,0.142857143,0.095238095,0.047619048,0.238095238,0.0,0.0,0.0,0.19047619,0.0,0.19047619,0.428571429,0.0,0.380952381,0.047619048,0.380952381,0.142857143,1.095238095,0.0,0.047619048,0.047619048,0.19047619,0.047619048,0.095238095,0.095238095,0.0,0,0.0,42.28571429,0.047619048,1.0,0.0,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,3,CB,86211,17885,202305
CBHE_BA1S_P4_202105_42,2.205128205,0.666666667,1.435897436,12.51282051,0.564102564,0,23.38461538,0,0.0,0.307692308,0.358974359,0.0,0.0,0.0,9.692307692,0,0.102564103,0.358974359,2.307692308,0.0,0,0.0,0.102564103,0.0,0.307692308,0.0,0.0,0.0,0.256410256,0.0,0.358974359,0.564102564,0.564102564,0,0,0.102564103,5.179487179,0.0,0.205128205,0.102564103,0,0.0,0.051282051,0.102564103,0.153846154,0.0,0.0,0.051282051,0.102564103,0.051282051,0.564102564,0.0,0.051282051,0.256410256,0.051282051,0.666666667,0.0,1.538461538,0.0,0.0,0.0,0.102564103,0.205128205,0.0,0.051282051,0.0,0,0.102564103,34.20512821,0.051282051,0.0,0.0,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,4,CB,84090,17885,202105
CBHE_BA1S_P4_202205_42,4.523809524,1.047619048,0.80952381,7.571428571,0.333333333,0,22.0952381,0,0.0,0.19047619,0.0,0.285714286,0.047619048,0.0,4.380952381,0,0.047619048,0.333333333,3.285714286,0.0,0,0.0,0.333333333,0.0,0.80952381,0.0,0.047619048,0.0,0.047619048,0.095238095,0.19047619,0.095238095,0.666666667,0,0,0.0,7.142857143,0.0,0.0,0.047619048,0,0.0,0.0,0.0,1.0,0.0,0.0,0.238095238,0.428571429,0.0,0.047619048,0.047619048,0.0,0.333333333,0.0,1.80952381,0.0,1.047619048,0.0,0.0,0.0,0.0,0.0,0.047619048,0.095238095,0.0,0,0.142857143,40.19047619,0.142857143,0.0,0.0,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,4,CB,84868,17885,202205
CBHE_BA1S_P4_202305_42,2.095238095,1.0,0.857142857,8.142857143,0.333333333,0,12.85714286,0,0.0,0.333333333,0.047619048,0.047619048,0.0,0.0,5.428571429,0,0.0,0.380952381,3.80952381,0.0,0,0.0,0.095238095,0.0,0.857142857,0.0,0.047619048,0.0,0.095238095,0.142857143,0.523809524,0.095238095,0.380952381,0,0,0.19047619,7.333333333,0.0,0.0,0.19047619,0,0.142857143,0.285714286,0.0,0.142857143,0.0,0.0,0.19047619,0.619047619,0.0,0.428571429,0.714285714,0.0,0.238095238,0.047619048,1.0,0.0,3.0,0.0,0.0,0.047619048,0.047619048,0.142857143,0.0,0.0,0.0,0,0.476190476,47.0,0.19047619,0.0,0.0,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,4,CB,86212,17885,202305
CBHE_BA2D_P1_202105_42,3.621621622,0.162162162,0.756756757,4.648648649,0.378378378,0,0.756756757,0,0.0,0.216216216,0.054054054,0.162162162,0.0,0.0,1.405405405,0,0.0,0.27027027,3.837837838,0.0,0,0.0,0.0,0.0,0.324324324,0.486486486,0.108108108,0.0,0.0,0.324324324,1.189189189,0.540540541,0.918918919,0,0,0.378378378,10.7027027,0.0,0.108108108,0.324324324,0,0.054054054,0.864864865,0.27027027,0.162162162,0.0,0.0,0.0,0.054054054,1.837837838,2.648648649,0.486486486,0.0,1.945945946,0.0,2.540540541,0.0,1.891891892,0.0,0.0,0.054054054,0.918918919,0.054054054,0.054054054,0.0,0.0,0,0.216216216,53.83783784,0.432432432,0.0,0.0,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,1,CB,84091,17885,202105
CBHE_BA2D_P1_202205_42,8.80952381,0.428571429,0.238095238,3.0,0.047619048,0,0.666666667,0,0.0,0.19047619,0.0,0.19047619,0.142857143,0.0,0.571428571,0,0.0,0.047619048,2.0,0.0,0,0.0,0.0,0.047619048,1.285714286,0.142857143,0.095238095,0.0,0.19047619,0.476190476,0.285714286,0.714285714,0.428571429,0,0,0.095238095,13.9047619,0.0,0.0,0.476190476,0,0.0,0.380952381,0.0,0.380952381,0.0,0.0,0.0,0.428571429,0.095238095,1.428571429,1.095238095,0.0,0.714285714,0.19047619,2.285714286,0.571428571,2.523809524,0.0,0.0,0.0,0.095238095,0.19047619,0.0,0.095238095,0.0,0,0.0,54.9047619,0.095238095,0.047619048,0.0,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,1,CB,84869,17885,202205
CBHE_BA2D_P1_202305_42,8.476190476,0.0,0.333333333,3.761904762,0.333333333,0,0.238095238,0,0.0,0.0,0.0,0.142857143,0.238095238,0.0,0.619047619,0,0.047619048,0.0,6.761904762,0.0,0,0.0,0.0,0.0,0.476190476,0.19047619,0.285714286,0.0,0.047619048,0.428571429,0.666666667,0.428571429,0.428571429,0,0,0.19047619,13.47619048,0.0,0.0,0.476190476,0,0.095238095,0.80952381,0.0,0.142857143,0.0,0.0,0.047619048,0.428571429,0.523809524,3.0,1.142857143,0.0,1.571428571,0.0,2.952380952,0.380952381,2.80952381,0.0,0.047619048,0.095238095,0.095238095,0.428571429,0.0,0.0,0.0,0,0.047619048,47.28571429,0.047619048,0.0,0.0,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,1,CB,86213,17885,202305
CBHE_BA2D_P2_202105_42,21.24324324,0.594594595,0.648648649,2.216216216,0.378378378,0,2.054054054,0,0.0,0.324324324,0.810810811,0.054054054,0.054054054,0.054054054,2.054054054,0,0.216216216,0.810810811,5.621621622,0.0,0,0.0,0.27027027,0.054054054,1.459459459,0.108108108,0.378378378,0.0,0.108108108,0.540540541,0.108108108,0.486486486,0.648648649,0,0,0.054054054,15.51351351,0.0,0.054054054,0.324324324,0,0.0,0.108108108,0.0,0.054054054,0.0,0.0,0.0,0.216216216,0.0,1.621621622,0.972972973,0.0,1.297297297,0.054054054,1.945945946,0.0,0.432432432,0.0,0.054054054,0.0,0.108108108,0.0,0.0,0.054054054,0.0,0,0.27027027,35.51351351,0.054054054,0.0,0.0,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,2,CB,84092,17885,202105
CBHE_BA2D_P2_202205_42,14.05128205,0.307692308,0.256410256,2.256410256,0.0,0,1.025641026,0,0.0,0.256410256,0.051282051,0.307692308,0.0,0.0,0.717948718,0,0.0,0.0,3.487179487,0.0,0,0.0,0.0,0.0,1.076923077,0.051282051,0.0,0.0,0.0,0.307692308,0.512820513,0.102564103,0.717948718,0,0,0.205128205,24.76923077,0.0,0.0,0.205128205,0,0.0,0.512820513,0.0,0.153846154,0.0,0.0,0.0,0.512820513,0.205128205,0.41025641,0.974358974,0.0,1.743589744,0.153846154,2.461538462,0.256410256,0.717948718,0.0,0.0,0.0,0.0,0.051282051,0.0,0.051282051,0.0,0,0.051282051,41.02564103,0.051282051,0.0,0.0,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,2,CB,84870,17885,202205
