survey_title,Acropora.Arborescent.Staghorn,Acropora.Branching.Other,Acropora.corymbose,Acropora.digitate,Acropora.tab,Other,Articulate.Clacareous,Massive,Canopy.forming,Columnar,Coralline.Algae,Foliose.Plate.like,Encrusting,FireCoral,Foliose.Lettuce.like,Freeliving,Laminate,Abiotic,Mix.algea.sediment,Mix.algea_sponge,Other.Alga,other.Branching.Non.acropora,Pocillopora,Seriatopora.hystrix,Sheet.like.membraneous,Soft.Coral.Branching,Soft.coral.Fan,Soft.coral.Massive,Soft.coral.organ.pipe,Soft.coral.other,Soft.coral.Whip,Sponge.Crust,Sponge.Erect,Sponge.hollow,Sponge.Massive,Sponge.Other,Stylophora.pistillata,Turf,date.(UTC),year,reef,reef_pooled,site,habitat,zone,site_latitude,site_longitude,plot,cluster,survey_id,site_id,date
CBHE_BA1D_P4_202205_42,1.19047619,0.476190476,4.047619048,0.142857143,0.523809524,0.095238095,0.142857143,4.142857143,0.047619048,0.0,1.047619048,15.0,11.04761905,0.0,0.0,0.095238095,0.0,0.904761905,0,0,0.0,0.619047619,0.047619048,0.428571429,0.047619048,3.666666667,0.095238095,1.80952381,0.0,0.0,0.047619048,0.095238095,0.047619048,0.0,0.047619048,0.0,0.0,54.14285714,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,D,-23.44764618,151.9578134,4,CB,84864,17885,202205
CBHE_BA1D_P4_202305_42,1.095238095,0.80952381,3.142857143,0.523809524,0.666666667,0.19047619,0.047619048,2.952380952,0.095238095,0.0,3.285714286,14.28571429,10.95238095,0.0,0.0,0.047619048,0.047619048,0.857142857,0,0,0.0,0.476190476,0.619047619,0.476190476,0.0,4.952380952,0.238095238,3.047619048,0.0,0.047619048,0.047619048,0.0,0.238095238,0.0,0.047619048,0.0,0.0,50.80952381,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,D,-23.44764618,151.9578134,4,CB,86208,17885,202305
CBHE_BA1S_P1_202105_42,1.65,1.45,7.05,0.55,26.3,0.1,0.25,2.25,0.1,0.0,5.15,2.15,2.05,0.0,0.0,0.0,0.0,1.75,0,0,0.0,0.1,0.2,0.0,0.05,0.3,0.0,1.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15,46.55,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,1,CB,84087,17885,202105
CBHE_BA1S_P1_202205_42,3.952380952,1.142857143,4.0,0.380952381,25.28571429,0.0,0.285714286,1.714285714,0.238095238,0.0,2.761904762,3.380952381,2.571428571,0.0,0.047619048,0.0,0.0,0.714285714,0,0,0.0,0.047619048,0.523809524,0.047619048,0.095238095,0.857142857,0.142857143,0.857142857,0.0,0.047619048,0.0,0.047619048,0.0,0.0,0.0,0.0,0.0,50.85714286,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,1,CB,84865,17885,202205
CBHE_BA1S_P1_202305_42,4.095238095,0.761904762,6.761904762,0.619047619,13.33333333,0.428571429,0.19047619,1.619047619,0.428571429,0.0,5.80952381,1.523809524,2.19047619,0.0,0.0,0.0,0.0,0.428571429,0,0,0.0,0.19047619,0.428571429,0.142857143,0.0,0.619047619,0.047619048,2.285714286,0.0,0.0,0.0,0.142857143,0.0,0.0,0.047619048,0.0,0.19047619,57.71428571,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,1,CB,86209,17885,202305
CBHE_BA1S_P2_202105_42,2.0,1.170731707,10.09756098,0.43902439,30.34146341,0.292682927,0.0,0.829268293,0.146341463,0.0,8.780487805,6.243902439,2.487804878,0.0,0.097560976,0.0,0.0,1.56097561,0,0,0.0,0.097560976,0.585365854,0.243902439,0.0,0.536585366,0.0,2.097560976,0.0,0.292682927,0.0,0.195121951,0.0,0.048780488,0.0,0.0,0.195121951,31.2195122,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,2,CB,84088,17885,202105
CBHE_BA1S_P2_202205_42,2.285714286,1.285714286,5.571428571,0.095238095,26.38095238,0.142857143,0.380952381,0.857142857,0.142857143,0.0,7.952380952,5.619047619,2.476190476,0.0,0.0,0.0,0.0,0.619047619,0,0,0.0,0.142857143,0.476190476,0.142857143,0.0,0.761904762,0.0,0.952380952,0.0,0.047619048,0.0,0.0,0.047619048,0.047619048,0.047619048,0.0,0.047619048,43.47619048,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,2,CB,84866,17885,202205
CBHE_BA1S_P2_202305_42,1.095238095,1.428571429,7.571428571,0.380952381,21.19047619,0.095238095,0.095238095,1.476190476,0.047619048,0.0,8.952380952,5.857142857,4.095238095,0.0,0.095238095,0.0,0.095238095,1.047619048,0,0,0.0,0.047619048,0.238095238,0.238095238,0.0,0.428571429,0.095238095,0.952380952,0.0,0.0,0.0,0.19047619,0.0,0.047619048,0.0,0.0,0.333333333,43.9047619,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,2,CB,86210,17885,202305
CBHE_BA1S_P3_202105_42,3.473684211,2.315789474,12.10526316,0.315789474,30.73684211,0.052631579,0.157894737,1.421052632,0.0,0.0,7.684210526,6.947368421,2.894736842,0.0,0.052631579,0.0,0.0,1.210526316,0,0,0.0,0.157894737,1.0,0.368421053,0.105263158,0.736842105,0.0,0.473684211,0.052631579,0.052631579,0.0,0.157894737,0.0,0.0,0.052631579,0.0,0.0,27.47368421,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,3,CB,84089,17885,202105
CBHE_BA1S_P3_202205_42,3.428571429,1.142857143,5.428571429,0.380952381,30.42857143,0.095238095,0.047619048,1.380952381,0.333333333,0.0,3.571428571,9.095238095,3.380952381,0.0,0.0,0.0,0.0,0.952380952,0,0,0.0,0.095238095,0.571428571,0.19047619,0.095238095,0.761904762,0.0,0.333333333,0.0,0.047619048,0.0,0.047619048,0.0,0.047619048,0.0,0.0,0.095238095,38.04761905,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,3,CB,84867,17885,202205
CBHE_BA1S_P3_202305_42,4.619047619,2.047619048,8.571428571,0.142857143,19.42857143,0.19047619,0.142857143,1.0,0.19047619,0.0,3.80952381,8.0,3.857142857,0.0,0.047619048,0.047619048,0.0,2.523809524,0,0,0.0,0.238095238,0.285714286,0.380952381,0.047619048,0.380952381,0.142857143,1.095238095,0.0,0.047619048,0.047619048,0.19047619,0.047619048,0.095238095,0.095238095,0.0,0.0,42.28571429,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,3,CB,86211,17885,202305
CBHE_BA1S_P4_202105_42,2.205128205,2.102564103,12.51282051,0.564102564,23.38461538,0.153846154,0.307692308,1.538461538,0.0,0.0,9.692307692,5.846153846,2.307692308,0.0,0.0,0.0,0.0,1.58974359,0,0,0.0,0.307692308,0.307692308,0.256410256,0.051282051,0.666666667,0.0,1.538461538,0.0,0.0,0.0,0.102564103,0.205128205,0.0,0.051282051,0.0,0.102564103,34.20512821,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,4,CB,84090,17885,202105
CBHE_BA1S_P4_202205_42,4.523809524,1.857142857,7.571428571,0.333333333,22.0952381,0.047619048,0.19047619,1.666666667,0.285714286,0.0,4.380952381,8.285714286,3.285714286,0.0,0.0,0.0,0.0,0.523809524,0,0,0.0,0.047619048,1.238095238,0.333333333,0.0,1.80952381,0.0,1.047619048,0.0,0.0,0.0,0.0,0.0,0.047619048,0.095238095,0.0,0.142857143,40.19047619,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,4,CB,84868,17885,202205
CBHE_BA1S_P4_202305_42,2.095238095,1.857142857,8.142857143,0.333333333,12.85714286,0.19047619,0.333333333,1.714285714,0.047619048,0.0,5.428571429,8.714285714,3.80952381,0.0,0.0,0.0,0.0,1.952380952,0,0,0.0,0.19047619,0.333333333,0.238095238,0.047619048,1.0,0.0,3.0,0.0,0.0,0.047619048,0.047619048,0.142857143,0.0,0.0,0.0,0.476190476,47.0,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA1,BA,S,-23.44764618,151.9578134,4,CB,86212,17885,202305
CBHE_BA2D_P1_202105_42,3.621621622,0.918918919,4.648648649,0.378378378,0.756756757,0.378378378,0.216216216,2.324324324,0.162162162,0.0,1.405405405,11.35135135,3.837837838,0.0,0.0,0.486486486,0.0,7.135135135,0,0,0.0,0.432432432,0.432432432,1.945945946,0.0,2.540540541,0.0,1.891891892,0.0,0.0,0.054054054,0.918918919,0.054054054,0.054054054,0.0,0.0,0.216216216,53.83783784,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,1,CB,84091,17885,202105
CBHE_BA2D_P1_202205_42,8.80952381,0.666666667,3.0,0.047619048,0.666666667,0.238095238,0.19047619,2.0,0.19047619,0.0,0.571428571,15.23809524,2.0,0.0,0.047619048,0.142857143,0.0,3.761904762,0,0,0.0,0.476190476,0.380952381,0.714285714,0.19047619,2.285714286,0.571428571,2.523809524,0.0,0.0,0.0,0.095238095,0.19047619,0.0,0.095238095,0.0,0.0,54.9047619,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,1,CB,84869,17885,202205
CBHE_BA2D_P1_202305_42,8.476190476,0.333333333,3.761904762,0.333333333,0.238095238,0.428571429,0.0,2.476190476,0.142857143,0.0,0.619047619,14.04761905,6.761904762,0.0,0.0,0.19047619,0.0,5.80952381,0,0,0.0,0.476190476,0.19047619,1.571428571,0.0,2.952380952,0.380952381,2.80952381,0.0,0.047619048,0.095238095,0.095238095,0.428571429,0.0,0.0,0.0,0.047619048,47.28571429,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,1,CB,86213,17885,202305
CBHE_BA2D_P2_202105_42,21.24324324,1.243243243,2.216216216,0.378378378,2.054054054,0.108108108,0.324324324,3.297297297,0.054054054,0.054054054,2.054054054,17.78378378,5.621621622,0.0,0.054054054,0.108108108,0.0,3.243243243,0,0,0.0,0.378378378,0.054054054,1.297297297,0.054054054,1.945945946,0.0,0.432432432,0.0,0.054054054,0.0,0.108108108,0.0,0.0,0.054054054,0.0,0.27027027,35.51351351,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,2,CB,84092,17885,202105
CBHE_BA2D_P2_202205_42,14.05128205,0.564102564,2.256410256,0.0,1.025641026,0.205128205,0.256410256,2.102564103,0.307692308,0.0,0.717948718,25.84615385,3.487179487,0.0,0.0,0.051282051,0.0,2.256410256,0,0,0.0,0.205128205,0.153846154,1.743589744,0.153846154,2.461538462,0.256410256,0.717948718,0.0,0.0,0.0,0.0,0.051282051,0.0,0.051282051,0.0,0.051282051,41.02564103,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,2,CB,84870,17885,202205
CBHE_BA2D_P2_202305_42,10.9047619,0.523809524,2.095238095,0.047619048,0.380952381,0.095238095,0.047619048,1.619047619,0.0,0.0,0.666666667,21.57142857,5.666666667,0.0,0.0,0.095238095,0.0,4.19047619,0,0,0.0,0.380952381,0.047619048,1.142857143,0.047619048,1.952380952,0.047619048,0.80952381,0.0,0.047619048,0.0,0.0,0.428571429,0.047619048,0.0,0.0,0.047619048,47.0952381,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,2,CB,86214,17885,202305
CBHE_BA2D_P3_202105_42,38.29268293,1.12195122,2.634146341,0.292682927,0.682926829,0.097560976,0.097560976,1.56097561,0.195121951,0.0,0.682926829,12.43902439,2.926829268,0.0,0.048780488,0.292682927,0.0,3.170731707,0,0,0.0,0.731707317,0.048780488,1.219512195,0.097560976,0.926829268,0.243902439,0.682926829,0.0,0.0,0.048780488,0.0,0.048780488,0.0,0.097560976,0.0,0.0,31.31707317,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,3,CB,84093,17885,202105
CBHE_BA2D_P3_202205_42,46.43902439,0.829268293,1.56097561,0.097560976,0.243902439,0.048780488,0.292682927,0.731707317,0.390243902,0.0,0.243902439,9.512195122,1.609756098,0.0,0.048780488,0.43902439,0.0,2.292682927,0,0,0.0,0.341463415,0.048780488,0.634146341,0.048780488,3.024390244,0.097560976,0.341463415,0.0,0.0,0.0,0.243902439,0.390243902,0.0,0.048780488,0.0,0.0,30.0,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,3,CB,84871,17885,202205
CBHE_BA2D_P3_202305_42,54.0,0.857142857,1.857142857,0.095238095,0.095238095,0.0,0.047619048,0.666666667,0.142857143,0.0,0.714285714,7.714285714,2.619047619,0.0,0.0,0.238095238,0.0,4.857142857,0,0,0.0,0.666666667,0.047619048,0.666666667,0.0,1.238095238,0.095238095,1.0,0.0,0.047619048,0.047619048,0.0,0.238095238,0.0,0.0,0.0,0.0,22.04761905,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,3,CB,86215,17885,202305
CBHE_BA2D_P4_202105_42,10.61904762,2.142857143,5.428571429,0.142857143,2.80952381,0.238095238,0.19047619,3.571428571,0.047619048,0.047619048,2.142857143,22.66666667,4.571428571,0.0,0.0,0.142857143,0.0,1.476190476,0,0,0.0,0.619047619,0.19047619,3.238095238,0.333333333,2.714285714,0.0,1.523809524,0.0,0.047619048,0.0,0.0,0.238095238,0.047619048,0.0,0.0,0.19047619,34.61904762,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,4,CB,84094,17885,202105
CBHE_BA2D_P4_202205_42,10.52380952,1.857142857,4.19047619,0.047619048,0.952380952,0.095238095,0.857142857,6.761904762,0.285714286,0.0,0.714285714,21.95238095,7.333333333,0.0,0.047619048,0.428571429,0.0,1.142857143,0,0,0.0,0.238095238,0.238095238,1.857142857,0.238095238,3.285714286,0.142857143,1.333333333,0.0,0.0,0.047619048,0.19047619,0.142857143,0.0,0.0,0.0,0.047619048,35.04761905,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,4,CB,84872,17885,202205
CBHE_BA2D_P4_202305_42,16.23809524,1.523809524,5.714285714,0.0,0.666666667,0.095238095,0.142857143,4.380952381,0.142857143,0.095238095,0.761904762,23.76190476,4.80952381,0.0,0.0,0.380952381,0.0,1.0,0,0,0.0,0.571428571,0.333333333,1.142857143,0.142857143,2.047619048,0.142857143,1.238095238,0.0,0.0,0.047619048,0.0,0.476190476,0.0,0.0,0.0,0.142857143,34.0,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA2,BA,D,-23.44764618,151.9578134,4,CB,86216,17885,202305
CBHE_BA2S_P1_202105_42,11.28571429,2.047619048,11.95238095,0.666666667,13.47619048,0.285714286,0.523809524,2.0,0.095238095,0.0,8.476190476,5.619047619,1.333333333,0.0,0.047619048,0.0,0.0,1.428571429,0,0,0.0,0.857142857,0.761904762,0.952380952,0.0,2.142857143,0.0,1.666666667,0.0,0.0,0.047619048,0.142857143,0.0,0.0,0.0,0.0,0.19047619,34.0,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,1,CB,84095,17885,202105
CBHE_BA2S_P1_202205_42,16.95238095,1.666666667,10.61904762,0.523809524,13.0952381,0.095238095,0.285714286,2.333333333,0.142857143,0.0,5.523809524,4.428571429,1.238095238,0.0,0.0,0.047619048,0.047619048,0.571428571,0,0,0.0,0.19047619,0.666666667,1.047619048,0.095238095,1.80952381,0.0,1.047619048,0.0,0.285714286,0.0,0.047619048,0.0,0.0,0.0,0.0,0.142857143,37.0952381,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,1,CB,84873,17885,202205
CBHE_BA2S_P1_202305_42,17.19047619,3.0,7.571428571,0.380952381,8.714285714,0.0,0.333333333,1.571428571,0.142857143,0.0,1.904761905,4.428571429,2.047619048,0.0,0.0,0.142857143,0.19047619,1.476190476,0,0,0.0,0.238095238,0.857142857,0.619047619,0.0,2.19047619,0.095238095,2.095238095,0.0,0.142857143,0.047619048,0.19047619,0.095238095,0.0,0.047619048,0.0,0.19047619,44.0952381,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,1,CB,86217,17885,202305
CBHE_BA2S_P2_202105_42,1.666666667,1.266666667,11.53333333,0.666666667,18.66666667,0.466666667,0.2,1.333333333,0.0,0.066666667,8.933333333,6.4,3.2,0.0,0.066666667,0.0,0.133333333,0.733333333,0,0,0.0,0.266666667,0.666666667,1.133333333,0.0,3.066666667,0.0,1.133333333,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0,0.0,0.2,38.13333333,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,2,CB,84096,17885,202105
CBHE_BA2S_P2_202205_42,5.666666667,1.952380952,8.80952381,0.333333333,19.42857143,0.333333333,0.666666667,2.238095238,0.142857143,0.0,5.857142857,6.80952381,2.095238095,0.0,0.0,0.142857143,0.0,1.285714286,0,0,0.0,0.428571429,0.904761905,0.952380952,0.0,3.523809524,0.0,0.80952381,0.0,0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.047619048,37.42857143,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,2,CB,84874,17885,202205
CBHE_BA2S_P2_202305_42,7.380952381,3.19047619,10.95238095,1.0,19.85714286,0.380952381,1.428571429,1.380952381,0.428571429,0.0,3.523809524,6.285714286,1.904761905,0.0,0.0,0.095238095,0.19047619,0.952380952,0,0,0.0,0.476190476,1.285714286,0.714285714,0.0,2.952380952,0.047619048,1.619047619,0.0,0.0,0.0,0.047619048,0.047619048,0.0,0.0,0.0,0.19047619,33.66666667,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,2,CB,86218,17885,202305
CBHE_BA2S_P3_202105_42,7.6,1.771428571,11.31428571,0.971428571,12.4,0.171428571,0.171428571,0.571428571,0.171428571,0.0,6.685714286,3.028571429,1.028571429,0.0,0.057142857,0.171428571,0.0,0.857142857,0,0,0.0,0.4,0.8,0.971428571,0.0,2.114285714,0.0,0.857142857,0.0,0.0,0.0,0.0,0.057142857,0.0,0.0,0.0,0.171428571,47.65714286,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,3,CB,84097,17885,202105
CBHE_BA2S_P3_202205_42,15.46341463,2.292682927,9.414634146,0.341463415,10.58536585,0.195121951,0.341463415,1.853658537,0.146341463,0.0,5.512195122,5.12195122,1.219512195,0.0,0.0,0.097560976,0.097560976,0.829268293,0,0,0.0,0.195121951,0.780487805,1.219512195,0.0,1.219512195,0.0,1.219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.85365854,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,3,CB,84875,17885,202205
CBHE_BA2S_P3_202305_42,19.04761905,3.19047619,7.428571429,0.523809524,11.52380952,0.380952381,0.0,0.571428571,0.095238095,0.0,2.142857143,4.952380952,2.0,0.0,0.0,0.095238095,0.142857143,0.761904762,0,0,0.0,0.047619048,0.476190476,0.476190476,0.095238095,1.428571429,0.047619048,1.571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,42.85714286,2023-05-01T10:00:00+0000,2023,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,3,CB,86219,17885,202305
CBHE_BA2S_P4_202105_42,8.146341463,1.609756098,10.09756098,0.487804878,8.341463415,0.146341463,0.097560976,1.756097561,0.0,0.0,9.219512195,5.56097561,3.12195122,0.0,0.0,0.097560976,0.0,1.024390244,0,0,0.0,0.146341463,1.219512195,1.073170732,0.0,1.170731707,0.0,1.219512195,0.0,0.146341463,0.0,0.097560976,0.0,0.0,0.0,0.0,0.048780488,45.17073171,2021-05-01T10:00:00+0000,2021,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,4,CB,84098,17885,202105
CBHE_BA2S_P4_202205_42,14.0952381,2.428571429,9.523809524,0.333333333,6.0,0.19047619,0.047619048,1.476190476,0.142857143,0.0,3.571428571,7.0,2.952380952,0.0,0.0,0.047619048,0.0,2.285714286,0,0,0.0,0.333333333,1.0,1.238095238,0.0,1.333333333,0.0,1.047619048,0.0,0.047619048,0.0,0.0,0.0,0.0,0.047619048,0.0,0.238095238,44.61904762,2022-05-01T10:00:00+0000,2022,CBHE,CBHE,BA2,BA,S,-23.44764618,151.9578134,4,CB,84876,17885,202205
